0,0
1,0
2,0
3,1067737792
4,1060684800
5,1071779328
6,1064014432
7,1065986368
8,1061667616
9,1057077984
10,1050569984
11,1065964320
12,1060360352
13,1055446272
14,1052459968
15,1065157888
16,1062789056
17,1057496960
18,1050733760
19,1066940832
20,1062354336
21,1057509536
22,1055748672
23,1056926784
24,1051017280
25,1028078464
26,1031808128
27,1027486336
28,1022943744
29,990365696
30,1059264128
31,1059648448
32,1000496640
33,1052504064
34,1053190784
35,1049102016
36,1046934784
37,1047016704
38,1046210240
39,1049328832
40,1059320832
41,1046670208
42,1049687936
43,1046159872
44,1045044736
45,1046033856
46,1046581952
47,1045977152
48,1057415040
49,1050910144
50,1034668416
51,1032942208
52,1049580864
53,1046594560
54,1066109216
55,1062244096
56,1066295072
57,1067047936
58,1067136128
59,1062596896
60,1062559104
61,1062741792
62,1018735360
63,1019365376
64,1018458112
65,1024298368
66,1023397376
67,1026238848
68,1021784576
69,1011401984
70,1027977728
71,996968448
72,1004075008
73,1009688320
74,1011099648
75,1020247296
76,1021381376
77,1010973696
78,1014854400
79,1020877312
80,1015232512
81,1023019520
82,1021053696
83,1017298944
84,1019944960
85,1019264512
86,1020600320
87,1021406720
88,1020373504
89,1011628800
90,1015030784
91,1013518848
92,1007672320
93,1017147648
94,1028569856
95,1009134080
96,1013367552
97,1013115648
98,1007445504
99,1017651712
100,1028116352
101,997522944
102,1004477952
103,1021784576
104,1016920832
105,1022943744
106,1052459968
107,1052812800
108,1047936512
109,1047514368
110,1048427904
111,1047993216
112,1049278400
113,1059582304
114,1024210176
115,1001655808
116,1007571456
117,1021759488
118,1014375680
119,1022389504
120,1020751360
121,1003016192
122,1008176384
123,1020196864
124,1014300160
125,1023958272
126,1028847104
127,1011200512
128,1014552064
129,1021734144
130,1016013824
131,1017298944
132,1021003520
133,1001756160
134,1008579584
135,1025067008
136,1021079040
137,1025571072
138,1024739456
139,996867584
140,1003873280
141,1013922048
142,1008277248
143,1025394688
144,1025331584
145,1009764096
146,1013871616
147,1015560192
148,1019894528
149,1026301824
150,1031039616
151,1025886080
152,1025344256
153,1023517184
154,1016996608
155,1024033792
156,1031682176
157,1024588288
158,1034832256
159,1051584256
160,1045599168
161,1071171360
162,1063252096
163,1065869792
164,1064833440
165,1060949408
166,1057323712
167,1057222880
168,1057109504
169,1049158720
170,1046405568
171,1046355200
172,1040829952
173,1047545920
174,1049763520
175,1045101440
176,1044723456
177,1046588288
178,1046581952
179,1045756672
180,1057975744
181,1035777280
182,1046077952
183,1043280704
184,1043368896
185,1068251264
186,1068093760
187,1059238944
188,1059320832
189,1058618368
190,1058630976
191,1059891008
192,1059547648
193,1056901568
194,1056195968
195,1059279872
196,1059368096
197,1061081728
198,1060335168
199,1054053888
200,1054167296
201,1054255552
202,1054066496
203,1073574848
204,1073741792
205,1073647296
206,1073590592
207,1069750688
208,1069898720
209,1069838880
210,1069832576
211,1068960000
212,1069451424
213,1069177376
214,1069101760
215,1057550496
216,1057811968
217,1066074560
218,1065768992
219,1063245824
220,1063056800
221,1063563968
222,1063441120
223,1063504128
224,1063620672
225,1062077152
226,1062518144
227,1062622112
228,1062716608
229,1063425376
230,1063334016
231,1062341728
232,1062798496
233,1062814240
234,1062609504
235,1061916480
236,1062492960
237,1061718016
238,1062278752
239,1061563680
240,1061456576
241,1061169920
242,1060628096
243,1060565120
244,1060398144
245,1059427936
246,1059018432
247,1058964864
248,1058331712
249,1054683904
250,1054891840
251,1059531904
252,1059746080
253,1059963456
254,1059966592
255,1059950848
256,1060102048
257,1006865920
258,1025999488
259,1022389504
260,1031606528
261,1031833344
262,1023668352
263,1028960512
264,1010671104
265,1012485632
266,1013292032
267,1024096768
268,1012712448
269,1021356288
270,1020625408
271,1014854400
272,1019970304
273,1015509760
274,1018458112
275,1020474112
276,1020499456
277,1014955264
278,1012258816
279,1009915136
280,1013493760
281,1018735360
282,1023958272
283,1006916352
284,1024525184
285,1023996032
286,1019566848
287,1014678016
288,1030711936
289,1045296768
290,1058290752
291,1058448256
292,1062571680
293,1063362368
294,1062915040
295,1060505248
296,1060813952
297,1060773024
298,1053543616
299,1068342592
300,1068667072
301,1043494912
302,1066855776
303,1050651840
304,1067051072
305,1072954304
306,1044988032
